fecha;emisor;total
2024-01-16;COACMAQUITAC;103
2024-03-31;COOPANDINA;118
2024-03-05;MAMBATOALD;209
2024-03-23;COACSANJORGE;97
2024-02-29;PACIFICOTP;185619
2024-01-07;COOPPROVIDA;38
2024-02-28;COOP4OCT;669
2024-03-21;DEPRATIMONITOR;1
2024-03-04;Autoconsa;606
2024-02-16;COACVISANDESCOB;400
2024-03-16;ECUABULK;51
2024-03-23;RESP_AUTO_3600;10
2024-01-15;AUCONSIS;319
2024-03-16;COOPSTANA;1147
2024-01-10;COOPSCHIMBO;854
2024-03-13;BGINTERNACIONAL;41
2024-01-07;COOPAUSTROEC;316
2024-01-18;RESP_AUTO_2424;32
2024-03-15;DRIVIN;3073
2024-01-29;BMACHALAPROD;7698
2024-03-14;CACPECO;4223
2024-01-23;FODEMI;271
2024-03-25;COOPKULLKIWASI;514
2024-01-12;RETAILID4;134
2024-02-17;GEOMIL;937
2024-02-17;SAGRARIO;3456
2024-02-29;MISUEC;227
2024-02-24;COACSRGIRON;43
2024-03-12;MEGARED;3
2024-02-11;COACFERDAQUILEMA;4230
2024-01-28;COOPCALCETA;303
2024-01-28;PRODUPRB;8
2024-01-24;COACLOJA;253
2024-01-06;COACCHONE;1320
2024-02-18;FUNDEMIRO;55
2024-02-04;COACEDUTUNG;65
2024-03-09;UANATACA;549
2024-01-13;SaviaHTPPBulk;126
2024-01-14;DEPRATIFD;14
2024-02-18;COACLUCAM;614
2024-03-15;COACOSCUS;6658
2024-02-10;COACSANMIGUEL;290
2024-01-03;COACRECERWINARI;15
2024-03-21;ALDEAMO;91749
2024-03-18;SOFTSIERRA;289
2024-01-01;VTEKSOFT;18
2024-04-04;COACUNIONEJIDO;501
2024-02-14;MARCABELI;242
2024-01-07;PYCCA;609
2024-01-27;BLOJA;49386
2024-02-01;CACPELOJA;345
2024-03-01;COACVENCEDORES;151
2024-03-02;CELERITYALD;2059
2024-03-19;PLAPAZ;798
2024-03-07;COOPORDESEG;13
2024-03-23;BINTERNACIONAL;32785
2024-01-17;PNACALRTS;7164
2024-03-01;COACREABATCH;2942
2024-02-28;USERPOSPRD;1311
2024-02-19;Pycca;6894
2024-01-30;repsol;79
2024-02-16;CACPECOCR;139
2024-01-10;COOPANTORCHA;187
2024-01-18;DIRECTVTMW;55
2024-02-22;COOP11JUN;1341
2024-03-04;COOP23JUL;7190
2024-01-14;COACSALINAS;83
2024-02-14;COOPSANTONIOTP;120
2024-01-31;UAFE;380
2024-03-05;PAYPHONEPROD;2887
2024-02-09;ECLIPFIRMADIG;191
2024-02-19;CACPEZAMORA;3414
2024-01-17;COACSANTONCO;314
2024-02-09;MARATHON;6816
2024-02-24;COOPJARAMILLO;1263
2024-03-06;COACINTICOOP;15
2024-02-12;BANRED;25
2024-02-24;IESSIBARRA;38
2024-01-04;COOPVCISNE;668
2024-03-25;COACYANTZAZA;1689
2024-03-21;COACMOLINO;4
2024-02-02;COOPCENTRO;109
2024-01-05;BANFINCA;158
2024-02-28;AFECOR;114
2024-01-21;COACSUMAKKAWSAY;38
2024-02-26;CanalDigitalBDP;31335
2024-01-10;BGINTERNACIONAL;26
2024-03-13;MUTUAMBATOEC;239
2024-03-20;PACIFICOTP;148810
2024-01-24;COOP23JULCOB;1733
2024-03-19;COOP4OCT;883
2024-01-19;CACPEZAMORA;2950
2024-01-02;COOPCENTRO;89
2024-03-23;MISUEC;215
2024-04-02;BGINTERNACIONAL;16
2024-01-16;CTHECUADOR;361
2024-01-16;ALDEAMOFLASH;4475
2024-02-02;COOPMULTIEMPRE;854
2024-03-24;genesis;133
2024-02-09;COOPANDINA;238
2024-01-16;ESANCHEZ;13
2024-03-15;COACSRGIRON;226
2024-02-27;HOSPMET;78
2024-02-24;COACBENEFICA;258
2024-03-21;UAFE;112
2024-02-20;CACPECO;5583
2024-01-31;COACLAMANENSE;49
2024-03-03;SERVIENTREGAGYE;268
2024-03-01;PACIFICOTP;176808
2024-03-25;RESP_AUTO_1231;125
2024-03-11;COACAUSTRO;177
2024-03-05;OMNISWITCH;3316
2024-02-27;SOFTSIERRA;245
2024-02-24;COACOSCUS;4506
2024-02-08;hospmet;33
2024-02-11;COOPSANFRANCIS;1944
2024-02-12;COACCREDISOCIO;15
2024-02-02;COOPDIFARE;324
2024-01-11;novacredit;1174
2024-02-26;MAVESA;782
2024-01-21;VTEKSOFT;10
2024-01-02;novacuenca;674
2024-01-08;COOPCALCETA;481
2024-03-05;MARCABELI;223
2024-01-16;ECOTEC;324
2024-02-27;COOPCOCA;614
2024-01-25;COOP11JUNBATCH;301
2024-01-16;COAC11JUN;651
2024-01-27;Pycca;585
2024-02-13;BUDGET;1
2024-01-26;BVISIONFUND;220
2024-01-24;COOPJARAMILLO;1863
2024-01-02;COACPASTAZACOO;4875
2024-03-11;COOPANDINA;412
2024-02-05;COACBENEFICA;593
2024-02-10;COAC289;128
2024-03-03;BINTERNACIONAL;28871
2024-03-22;CELERITYALD;7944
2024-03-04;COOPMULTIEMPRE;1687
2024-03-05;COOPSANTOIMBCOO;84
2024-02-14;COAC9OC;1526
2024-01-31;PACIFICOBAJA;35198
2024-01-19;COOPSJCUENCA;50
2024-03-01;COACPAD;3154
2024-03-25;novacuenca;22
2024-01-02;EQUIFAX;1
2024-03-21;COOPEDUZAMORA;17
2024-01-30;COOPANTORCHA;170
2024-03-07;CACPECOCR;152
2024-02-29;COACPMVEGA;3843
2024-03-18;COOPPEDROMONCAYO;763
2024-02-02;COACAMARABOL;5
2024-04-04;COOPSANTONIOTP;222
2024-03-28;MAVESA;1023
2024-02-21;Motorplan;383
2024-02-28;COOPPEDROMONCAYO;820
2024-02-13;VIAMATICA;5
2024-01-04;COPSIERRACENTRO;45
2024-02-16;COACTULCAN;8357
2024-03-07;COOP11JUN;1563
2024-01-15;PAYPHONEPROD;2381
2024-01-30;novacredit;1201
2024-01-21;novacuenca;3
2024-03-11;COACSUMAKKAWSAY;152
2024-02-15;EPROCESSMED;31
2024-01-05;COOPJARAMILLO;3891
2024-01-08;MUTUAMBATO;63
2024-02-04;COACYANTZAZA;830
2024-02-02;MOTORPLAN;803
2024-01-02;COACAMARABOL;4159
2024-03-25;DINERSOTP;3750
2024-01-13;COACEDULOJA;73
2024-04-03;SIERRACENTRO;198
2024-02-16;ECOTEC;488
2024-02-02;BLOJA;76568
2024-01-16;CAJAKONTAY;5
2024-02-26;COACIMBABURAPAK;636
2024-02-12;COACMAQUITAC;132
2024-02-07;MAMBATOALD;114
2024-02-21;COOPLDVALLE;8131
2024-03-12;INNOVIX;784
2024-01-07;COACPASTAZA;385
2024-02-15;ECUABULK;128
2024-01-11;SIERRACENTRO;104
2024-01-30;PACIFICOTP;127960
2024-03-09;CACPEZAMORA;1589
2024-02-22;RESP_AUTO_3600;11
2024-02-05;MTIMBABURA;1151
2024-03-22;ALDEPRATI;12876
2024-03-23;COOPMULTIEMPRE;168
2024-01-25;COACSRGIRON;140
2024-03-18;GEOMIL;314
2024-01-26;FUNDEMIRO;66
2024-02-17;DRIVIN;1062
2024-01-19;COACSANANTONIO;572
2024-03-21;COACLAMANENSE;26
2024-03-15;COOPDELCARMEN;104
2024-02-23;COACLOJA;280
2024-01-08;COACUNIONEJIDO;847
2024-02-02;COACNJERUSALEN;2
2024-01-27;ECUABULK;16
2024-01-22;COACMUJERESUCOO;34
2024-03-16;CanalDigitalBDP;21194
2024-01-21;COACAUSTRO;204
2024-02-21;pichinchamilles;1
2024-03-05;COACEDUTUNG;117
2024-01-22;COOPPUELLARO;197
2024-01-17;UAFE;236
2024-02-12;DEPRATI;166
2024-02-23;COACOSCUSBATCH;282
2024-03-02;COONECTA;2
2024-01-10;COACALIANZA;788
2024-03-16;PACIFICOATM;145694
2024-01-14;COACSANFRANWS;110
2024-02-21;COACPASTAZACOO;3707
2024-03-17;Pycca;8171
2024-02-21;novacuenca;18
2024-01-21;COOPANDINA;57
2024-03-06;ECOTEC;325
2024-01-08;COOPCOCA;729
2024-03-15;VIELECSA;55
2024-03-21;COACATAHUALPA;352
2024-03-27;andinave;1063
2024-04-03;BUDGET;4
2024-02-26;GEANOTIFICACION;2770
2024-02-26;SEGUSUAREZ;30
2024-01-24;COACCREDISOCIO;9
2024-02-11;FIDEVALFONDOS;1
2024-03-20;COAC11JUN;646
2024-03-30;DIPASO;46
2024-01-11;PACIFICOTP;113753
2024-02-21;COACAUSTRO;228
2024-01-14;BLOJA;35440
2024-02-08;BGMKTHUB;929
2024-01-18;COOPHUANCAVILCA;1466
2024-01-19;COACCOMERCIOCOO;2521
2024-03-06;COACYANTZAZA;1634
2024-02-16;COACPROVIDA;41
2024-03-06;COOPMEGOEC;33137
2024-01-15;MARCABELI;132
2024-01-28;COOPPEDROMONCAYO;408
2024-02-18;COACGUARANDA;272
2024-02-01;MASIVA;11316
2024-03-15;DEPRATIMONITOR;1
2024-01-30;SIERRACENTRO;142
2024-02-26;PACIFICOATM;95317
2024-01-24;BGINTERNACIONAL;38
2024-03-25;PRODUBANCO;191828
2024-01-09;COOPPEDROMONCAYO;688
2024-02-06;COACLAMANENSE;32
2024-01-05;COOPAUSTROEC;659
2024-03-31;GACELAOTP;5
2024-02-19;COACSRGIRON;251
2024-03-01;COACOSCUS;8619
2024-01-30;COACBENEFICA;610
2024-02-22;GEOMIL;787
2024-01-04;COACCREDIYA;199
2024-02-11;MTIMBABURA;490
2024-01-22;COAC11JUN;665
2024-01-11;CACPELOJA;386
2024-02-21;ECUABULK;152
2024-01-08;COACNJERUSALEN;1
2024-02-20;GEANOTIFICACION;2771
2024-03-04;BGMKTHUB;35188
2024-01-18;COACTENA;57
2024-02-10;HOSPAMB;191
2024-02-27;COOPLDVALLE;582
2024-03-31;DINERSOTP;2487
2024-03-12;CPTUNGURAHUA;62
2024-04-02;andinave;829
2024-03-21;USERPOSDEV;4
2024-04-03;COACBENEFICA;628
2024-03-16;BBPROD;103586
2024-04-03;CACPEZAMORA;3059
2024-01-25;SaviaHTPPBulk;175
2024-01-13;COOPSJCUENCA;2
2024-03-20;COACOSCUS;6116
2024-03-22;KUNANSOFT;16
2024-02-04;COACALIANZA;123
2024-02-23;DRIVIN;3144
2024-03-09;COOPPROVIDA;63
2024-01-10;CAJAKONTAY;2
2024-03-24;COACSANISIDRO;15
2024-01-05;COOPFDEASIS;55
2024-01-27;novacuenca;8
2024-03-03;BANFINCA;56
2024-03-11;CNACIONAL;3029
2024-04-02;CAJAKONTAY;2
2024-01-11;COACBENEFICA;414
2024-02-10;ECOTEC;7
2024-03-08;COOPAMBATO;365
2024-03-22;SEGUSUAREZ;12
2024-03-08;MUSHUCRUNA;3432
2024-04-03;CACPELOJA;108
2024-03-28;BINTERNACIONAL;73207
2024-01-09;PAYPHONEPROD;1759
2024-03-28;SIERRACENTRO;109
2024-03-28;COOPFDEASIS;223
2024-03-31;COOPMEGOEC;20318
2024-01-27;COACAUSTRO;163
2024-01-26;ALESSAPAGOS;126
2024-02-16;RESP_AUTO_3600;13
2024-03-11;EPROCESSMED;47
2024-03-17;COACSANANTONIO;305
2024-01-04;USERPOSPRD;1500
2024-03-22;COACCREDISOCIO;4
2024-01-22;COACPROVIDA;63
2024-02-22;COOPPEDROMONCAYO;656
2024-01-08;COACAMARABOL;97
2024-01-07;MASIVA;1929
2024-01-16;COACMUJERESUCOO;40
2024-02-08;COOP15ABRIL;3477
2024-01-22;COACTULCAN;9204
2024-02-03;COOPPEDROMONCAYO;556
2024-02-23;YANBAL;2274
2024-01-24;COOPFDEASIS;49
2024-02-15;novacuenca;16
2024-02-05;FIDEVALFONDOS;6
2024-03-08;COACPASTAZA;2028
2024-03-29;COACFERDAQUILEMA;6443
2024-02-26;COACSANTAISABEL;529
2024-01-12;COOPHUANCAVILCA;1481
2024-03-11;COACEDUTUNG;112
2024-02-19;CACEBCE;85
2024-03-14;ESANCHEZ;18
2024-03-09;SIERRACENTRO;68
2024-03-22;CanalDigitalBDP;30674
2024-03-17;COOPLDVALLE;171
2024-01-06;COACFERDAQUILEMA;6567
2024-01-24;DEPRATISFTP;310
2024-03-01;IESSIBARRA;261
2024-03-13;CCSTAROSA;1128
2024-03-16;Autoconsa;50
2024-01-05;PACIFICOTP;135094
2024-01-07;PNACALRTS;4688
2024-02-12;PLAPAZ;183
2024-03-28;BUDGET;10
2024-01-18;KUNANSOFT;2
2024-01-22;FIDEVAL;146
2024-02-20;FUNDEMIRO;79
2024-01-15;ALDEAMO2;25733
2024-03-27;COACCREDIYA;172
2024-02-27;COOP23JUL;4591
2024-02-18;MUSHUCRUNA;1771
2024-01-09;BINTERNACIONALWB;211
2024-01-20;PACIFICO;27369
2024-02-21;MUTUAMBATO;52
2024-01-26;COOPSANTOIMBCOO;117
2024-02-11;COOPKULLKIWASI;548
2024-03-10;BVISIONFUND;141
2024-03-30;COACEDUTUNG;88
2024-01-03;COOPSANFRANCIS;3321
2024-03-28;COOPORDESEG;17
2024-03-19;COACOSCUSBATCH;1
2024-02-10;KFCCORP;27
2024-03-16;COACSANTAISABEL;193
2024-02-16;COOPPUELLARO;423
2024-02-27;COACSANANTONIO;602
2024-02-20;PACIFICOATM;113807
2024-01-08;PRODUBANCO;277672
2024-01-05;BUDGET;2
2024-03-10;FUNDEMIRO;49
2024-01-22;HOSPAMB;369
2024-03-09;GONETAPP;28
2024-02-19;PROTRAMITES;34479
2024-01-05;COOPORDESEG;65
2024-02-08;BGROTP;116
2024-02-19;COOPSCHIMBO;1185
2024-02-19;VIELECSA;69
2024-01-11;ALYGUTAY;452
2024-02-27;COOP15ABRIL;2934
2024-01-24;PLAPAZ;339
2024-01-12;andinave;882
2024-03-20;COOPFORTUNA;112
2024-01-05;SAGRARIO;4408
2024-01-18;COACECH;346
2024-01-08;ALESSACC;2657
2024-01-17;FIDEVALFONDOS;7
2024-04-02;COOPHUANCAVILCA;1578
2024-03-27;REGISTROPGYE;1316
2024-02-08;COACSALINAS;269
2024-01-17;COOPCREDIL;3
2024-02-19;COOPPROVIDA;30
2024-01-04;DEPRATIPRB;10
2024-03-25;MEDEC;220
2024-03-28;SAGRARIO;8339
2024-03-09;COACEDULOJA;71
2024-03-20;COAC289;131
2024-03-03;FODEMI;137
2024-01-19;VIAMATICA;1
2024-02-23;COACALIANZA;412
2024-01-04;COOPMAQUITA;102
2024-04-03;ALYGUTAY;524
2024-01-05;SIERRACENTRO;114
2024-02-01;PACIFICOATM;124791
2024-02-28;MASIVAMKT;136
2024-03-22;repsol;2473
2024-02-15;COACCHONE;1310
2024-03-15;coaccrea;8666
2024-02-29;KFCCORP;19
2024-02-05;COOPCREDIL;534
2024-03-19;ALDEAMO2;75953
2024-04-01;FINANCOOP;521
2024-03-09;SAGRARIO;3933
2024-03-28;PNACALRTS;5672
2024-01-10;COACYANTZAZA;3533
2024-03-24;COACHIBULEO;2717
2024-02-21;COACEDUCOTOPAXI;129
2024-01-16;COOPFORTUNA;45
2024-03-22;COACECH;200
2024-03-01;COACRIOBAMBA;3873
2024-02-02;MUTUAMBATO;66
2024-01-23;COOPKULLKIWASI;616
2024-03-22;COACIMBABURAPAK;792
2024-01-21;COACLUCAM;597
2024-03-06;COOPPUELLARO;438
2024-02-16;MASIVAABIMKT;1398
2024-01-23;COACCREDIYA;156
2024-03-01;MTIMBABURA;1729
2024-02-13;SaviaHTPPBulk;25
2024-02-07;UANATACA;2566
2024-03-08;REGISTROPGYE;919
2024-03-25;DEPRATIFD;38
2024-02-22;ALDEAMO;23120
2024-03-21;MUNPELILEO;28
2024-02-26;ALDEPRATI;7098
2024-01-09;genesis;590
2024-03-13;RESP_AUTO_2424;9
2024-01-31;COOPSCHIMBO;1083
2024-03-27;COOPMAQUITA;83
2024-02-19;AMAGUA;8877
2024-02-01;COACPASTAZA;3133
2024-04-01;BINTERNACIONALWB;774
2024-01-01;COACHIBULEO;2462
2024-02-04;YANBAL;234
2024-03-21;RESP_AUTO_1231;130
2024-02-16;MOVISTARSEG;14254
2024-04-04;ALDEAMO2;70672
2024-03-16;FUNESPOIR;160
2024-03-12;COACIMBABURAPAK;259
2024-04-03;COACBIBLIAN;4091
2024-01-22;COACPASTAZA;1506
2024-02-17;FUNDEMIRO;85
2024-03-09;COOPMEGOEC;23013
2024-02-06;MASIVAABIMKT;2
2024-03-18;CLUBMILES;620
2024-03-25;CanalDigitalBDP;32162
2024-03-11;CACPECOCR;160
2024-01-11;UANATACA;2405
2024-01-10;COOPSANJOSE;1199
2024-01-08;CACPELOJA;236
2024-01-07;COACCREDIYA;40
2024-01-04;COOPCALCETA;330
2024-03-17;COOPMAQUITA;80
2024-02-09;GONETAPP;29
2024-02-15;PLAPAZ;580
2024-03-10;URBANOEXP;126
2024-02-02;Farletza;68
2024-03-14;CREDITOSECON;2245
2024-01-16;COOPGUALAQUIZA;1060
2024-01-10;CNACIONAL;1957
2024-01-14;FIDEVALFONDOS;1
2024-01-18;BBOLIVARIANMKT;11918
2024-02-07;KFCCORP;21
2024-03-08;HOSPAMB;4
2024-01-11;SEGCONFIANZA;1387
2024-03-06;COACEDULOJA;277
2024-02-24;MUTUAMBATO;52
2024-03-23;COOPSANFRANCIS;1973
2024-03-27;COOPCOCA;421
2024-01-10;Hospmet;504
2024-02-17;COACCOMERCIOCOO;1551
2024-02-16;COOPDELCARMEN;1
2024-03-28;PRODUBANCO;250035
2024-03-19;BICCOCOONECTA;6
2024-03-19;COACIMBABURAPAK;304
2024-01-23;COOPSJCUENCA;19
2024-02-13;DRIVIN;186
2024-02-23;COACFERDAQUILEMA;7742
2024-03-02;COOPMULTIEMPRE;204
2024-03-02;COACHIBULEO;4754
2024-03-11;COACSANTONCO;328
2024-02-20;COOPLAMANENSE;52
2024-02-05;COOPSTANA;1624
2024-03-30;COOPHUANCAVILCA;856
2024-01-11;ALESSACC;1413
2024-02-16;COOPPROVIDA;37
2024-04-04;COACINTICOOP;13
2024-04-04;COACLUCAMBATCH;931
2024-02-05;COACSALINAS;223
2024-04-03;ECLIPFIRMADIG;91
2024-01-09;novacredit;603
2024-03-25;SAGRARIO;4411
2024-03-18;COOPFDEASIS;538
2024-02-13;COOPPUELLARO;115
2024-01-04;SOFTSIERRA;82
2024-02-12;GACELAOTP;15
2024-01-11;COACSANISIDRO;58
2024-02-16;PROTRAMITES;18629
2024-01-02;COOPORDESEG;31
2024-01-12;COACPROVIDA;46
2024-02-16;SOFTSIERRA;36
2024-01-02;COACLAMANENSE;16
2024-03-29;FINANCOOP;10
2024-03-28;GEOMIL;635
2024-02-19;EQUIFAX;7
2024-02-23;ALDEPRATI;12915
2024-03-24;COOPMAQUITA;104
2024-03-08;EPROCESSMED;47
2024-04-03;MARCABELI;890
2024-02-29;FODEMI;514
2024-02-27;COACRIOBAMBA;2380
2024-04-04;RETAILID4;189
2024-03-10;COOPEDUZAMORA;16
2024-03-04;ecuaauto;194
2024-02-28;COACBENEFICA;523
2024-02-26;COACALIANZA;365
2024-01-24;CPTUNGURAHUA;12
2024-02-02;COPSIERRACENTRO;27
2024-02-28;COOPANTORCHA;416
2024-03-12;coaccrea;7603
2024-03-04;MTIMBABURA;2154
2024-02-14;BGINTERNACIONAL;33
2024-04-04;BINTERNACIONALWB;113
2024-03-28;DEPRATIFD;21
2024-01-27;COOPEDUZAMORA;17
2024-01-29;COACPASTAZA;1801
2024-03-12;CACPELOJA;296
2024-02-10;BANFINCA;31
2024-01-29;MOTORPLAN;1032
2024-02-24;COACSANANTONIO;431
2024-01-05;COACAUSTRO;212
2024-01-18;COACLUCAM;797
2024-01-20;COOPKULLKIWASI;565
2024-04-01;BANCOCAPITAL;148
2024-02-08;COOPCREDIL;7
2024-04-04;COACOSCUSBATCH;3197
2024-02-19;ALDEAMO;15980
2024-03-08;novacuenca;7
2024-02-21;COACSANJORGE;277
2024-03-12;COACMAQUITAC;127
2024-02-04;COOPMULTIEMPRE;135
2024-01-31;CACPELOJA;607
2024-01-14;COACSANANTONIO;105
2024-01-17;COACVENCEDORES;38
2024-02-01;ECUABULK;122
2024-03-01;COOPORDESEG;31
2024-01-03;INNOVIX;858
2024-01-23;PLAPAZ;636
2024-01-10;COACREABATCH;932
2024-01-04;LPANAMERICANO;687
2024-02-06;hospmet;68
2024-01-07;novacuenca;3
2024-04-04;COOPEDUZAMORA;29
2024-03-20;COOPANTORIOSMKT;75
2024-02-23;COOPHUANCAVILCA;1305
2024-03-04;VISUALTRACK;54
2024-01-02;COOP23JUL;6935
2024-03-01;ECOTEC;607
2024-02-05;SIGMADENTAL;32
2024-02-11;GONETAPP;4
2024-01-30;CACPECO;3635
2024-03-18;PACIFICOATM;116855
2024-03-29;BUDGET;3
2024-01-29;coaccrea;7505
2024-01-07;COACAUSTRO;181
2024-03-25;COAC11JUN;622
2024-01-02;SICCEC;331
2024-01-08;COACPMVEGA;3549
2024-02-22;COAC289;91
2024-02-13;BGMKTHUB;4436
2024-01-29;PRODUPRB;71
2024-03-13;COOPPEDROMONCAYO;763
2024-02-22;COOPSANTOIMBCOO;85
2024-04-02;MAVESA;126
2024-02-21;COACATAHUALPA;420
2024-02-27;andinave;683
2024-03-20;DEPRATIMONITOR;1
2024-01-03;ALYGUTAY2;678
2024-02-21;SWEADENSEGUROS;484
2024-04-03;COACSTANITA;336
2024-02-14;CTHECUADOR;463
2024-01-02;COACSALINAS;222
2024-01-25;COOPSTANA;750
2024-02-21;CARTOPEL;2852
2024-02-13;Farletza;33
2024-01-26;COACCICA;1
2024-02-12;COOPDIFARE;20
2024-01-23;EQUIFAX;2
2024-03-26;COACMOLINO;11
2024-02-01;COACVISANDES;374
2024-03-27;COOPFDEASIS;91
2024-02-11;SAGRARIO;2405
2024-02-25;BANCOCAPITAL;4
2024-01-31;MOTORPLAN;1053
2024-01-18;OMNISWITCH;2845
2024-01-15;BGINTERNACIONAL;4
2024-03-06;WABRAVO;15
2024-01-28;BLOJA;35286
2024-03-02;CanalDigitalBDP;27283
2024-03-28;BVISIONFUND;227
2024-02-18;COOPSANFRANCIS;2136
2024-01-10;CORPOCEN;787
2024-03-15;COACVISANDES;243
2024-02-26;COOPLDVALLE;13309
2024-02-27;DEPRATIFD;24
2024-01-24;mariscal;8
2024-03-16;DIPASO;58
2024-03-12;COOP11JUNBATCH;209
2024-03-14;BGROTP;271
2024-02-04;COAC9OC;501
2024-03-11;COACPAD;4235
2024-01-25;COACSANJORGE;268
2024-02-17;COACLUCAM;720
2024-03-22;RESP_AUTO_3600;8
2024-02-14;COACSROSACC;2154
2024-02-04;COOPANDINA;61
2024-02-01;COACLUCAMECLIP;362
2024-01-03;DIPASO;19
2024-01-02;MAMBATOALD;50
2024-02-23;COPSIERRACENTRO;50
2024-02-29;MEDEC;108
2024-03-06;COACAMARABOL;8
2024-01-10;COOP4OCT;652
2024-03-11;novacuenca;12
2024-02-03;COOP11JUN;903
2024-01-24;COACVENCEDORES;111
2024-01-01;COACBIBLIAN;2808
2024-03-23;BLOJA;58335
2024-02-27;MUTUAMBATO;59
2024-01-02;ALESSACC;1091
2024-02-01;COOPSANTOIMBCOO;87
2024-03-03;COACEDULOJA;99
2024-02-17;COOPKULLKIWASI;498
2024-02-24;COOPAMBATOEC;1580
2024-03-16;DEPRATI;263
2024-02-28;COACHIBULEO;7926
2024-02-13;SOFTSIERRA;47
2024-01-02;COOPLDVALLE;222
2024-03-09;SaviaHTPPBulk;105
2024-03-26;MTIMBABURA;1154
2024-04-02;REGISTROPGYE;1656
2024-01-18;PRODUBANCOWEB;208
2024-02-07;SICCEC;1046
2024-02-08;INNOVIX;567
2024-03-15;AMAGUA;351
2024-02-26;COACPASTAZA;1803
2024-02-01;ALDEPRATI;5771
2024-03-06;BMACHALAPROD;10631
2024-02-23;FUNESPOIR;140
2024-03-16;FUNDEMIRO;93
2024-02-28;COACRECERWINARI;18
2024-03-23;COACNJERUSALEN;9
2024-02-25;VIELECSA;51
2024-01-22;COOPFORTUNA;46
2024-04-01;RETAILID4;161
2024-01-18;COOPANTORIOSMKT;77
2024-02-20;COOPSANTOIMBCOO;95
2024-02-27;COACUNIONEJIDO;111
2024-03-28;COACSTODOM;1501
2024-03-19;PAGUEYA;16
2024-03-18;COACSANFRANWS;164
2024-02-19;ALYGUTAY2;438
2024-01-28;COOPSANFRANCIS;1863
2024-02-18;COACTENANOTI;89
2024-02-19;SaviaHTPPBulk;195
2024-03-21;COOPSANTONIOTP;337
2024-03-06;KFCCORP;16
2024-02-29;COACALIANZA;832
2024-02-13;COOPPROVIDA;34
2024-01-12;COONECTA;42
2024-03-21;COOPMAQUITA;104
2024-02-13;DEPRATIMONITOR;1
2024-03-23;COACSANANTONIO;235
2024-04-02;COPCHONE;1839
2024-03-06;ALESSACC;1415
2024-03-22;MASIVA;10131
2024-01-26;PACIFICOATM;108252
2024-02-09;COACRECERWINARI;31
2024-01-30;COOPORDESEG;47
2024-01-31;COACATAHUALPA;421
2024-02-18;ONLYCONTROL;52
2024-03-25;COACAUSTRO;224
2024-03-23;COOP15ABRIL;1717
2024-03-17;COOPCALCETA;291
2024-03-04;BGROTP;166
2024-02-12;MUSHUCRUNA;2033
2024-02-06;andinave;920
2024-01-31;Eclipsoftprb;2
2024-03-02;DISCOVEROTP;524
2024-03-03;COOPFDEASIS;66
2024-01-25;VIELECSA;53
2024-01-07;COACSUMAKKAWSAY;42
2024-02-14;AFECOR;97
2024-02-16;ALDEAMO;18516
2024-01-22;ASISKEN;349
2024-01-02;COACAUSTRO;163
2024-02-11;COOPCREDIL;7
2024-02-26;SICCEC;9606
2024-03-08;COOPHUANCAVILCA;2053
2024-01-03;COOP11JUN;1702
2024-03-04;COACSALINAS;211
2024-01-15;BINTERNACIONALWB;107087
2024-01-16;COACYANTZAZA;2666
2024-03-08;DEPRATISFTP;305
2024-03-16;BANRED;22
2024-02-08;MUSHUCRUNA;3448
2024-02-27;MOVISTARSEG;21100
2024-02-22;INDULENTES;3
2024-02-09;hospmet;51
2024-02-06;COACBENEFICA;680
2024-03-12;FUNESPOIR;77
2024-01-31;COACMOLINO;18
2024-02-19;COOPLAMANENSE;53
2024-03-08;DINERSOTP;2788
2024-03-14;COOPDELCARMEN;134
2024-02-02;CACPECO;3782
2024-04-01;COACHIBULEO;13440
2024-02-01;COOPMULTIEMPRE;718
2024-01-11;COACPMVEGA;2362
2024-01-26;DEPRATI;191
2024-02-25;COAC289;116
2024-01-22;Farletza;58
2024-03-05;CORPOCEN;185
2024-02-19;COOPSANTOIMBCOO;121
2024-01-09;COACHIBULEO;8258
2024-03-03;COACSALINAS;88
2024-02-13;COPCHONE;465
2024-03-15;PACIFICOATM;146493
2024-03-20;CPTUNGURAHUA;37
2024-03-23;CACPEZAMORA;1345
2024-01-27;VIAMATICA;3
2024-01-30;MISUEC;254
2024-02-14;COOPMAQUITA;126
2024-03-11;genesis;973
2024-03-16;CACEBCE;4
2024-04-03;COAC9OC;1435
2024-03-20;CREDIMAS;4
2024-01-08;COACLUCAMBATCH;1258
2024-01-29;COACCICA;10
2024-01-29;PAGUEYA;894
2024-02-06;MTIMBABURA;1604
2024-03-25;FINANCOOP;11
2024-03-22;COACSALINAS;233
2024-01-12;BBPRUEBA;3
2024-01-13;BMACHALAPROD;8312
2024-02-07;MARRIOT;57
2024-03-28;COACRIOBAMBA;3608
2024-03-14;VTEKSOFT;113
2024-02-11;COACPMVEGA;1189
2024-02-02;COACCOMERCIOCOO;2229
2024-02-22;FUNESPOIR;224
2024-03-20;COOPMEGOEC;31608
2024-03-02;COACEDUCOTOPAXI;62
2024-02-27;PROTRAMITES;20388
2024-02-02;PMILESOTP;3216
2024-02-01;DEPRATISFTP;226
2024-03-11;AldeamoOTP;7246
2024-02-21;COACSTODOM;4
2024-03-18;CNACIONAL;3412
2024-03-03;COAC9OC;601
2024-02-04;COACAUSTRO;195
